Nem Lula nem o partido ainda encontraram um discurso para se diferenciar.	Nem Lula nem o partido ainda encontraram um discurso para se diferenciar .	expl
Para o presidente Carlos de Sousa, trata-se de um orçamento típico de um concelho rural e pobre com poucas receitas.	Para o presidente Carlos de Sousa , trata se de um orçamento típico de um concelho rural e pobre com poucas receitas .	expl
se Maomé não vai à montanha, a montanha vai a Maomé.	se Maomé não vai a a montanha , a montanha vai a Maomé .	mark
Sabendo antecipadamente o grau hierárquico da personalidade que vai actuar, fazem-se representar em conformidade.	Sabendo antecipadamente o grau hierárquico de a personalidade que vai actuar , fazem se representar em conformidade .	expl
No entanto, no Ministério da Defesa não há grandes preocupações quanto à funcionalidade da gestão se houver vacatura com a provável saída de Nogueira.	Em o entanto , em o Ministério de a Defesa não há grandes preocupações quanto a a funcionalidade de a gestão se houver vacatura com a provável saída de Nogueira .	mark
Se os chefes militares, actualmente, despacham com o ministro de 15 em 15 dias, farão o mesmo com o primeiro-ministro e o secretário de Estado governa o Ministério.	Se os chefes militares , actualmente , despacham com o ministro de 15 em 15 dias , farão o mesmo com o primeiro-ministro e o secretário de Estado governa o Ministério .	mark
A estação de Carnaxide tem um prazo de 48 horas para responder, devendo a CNE na sua próxima reunião tomar uma decisão, que, se for desfavorável à SIC, lhe poderá custar uma coima entre os mil e 10 mil escudos.	A estação de Carnaxide tem um prazo de 48 horas para responder , devendo a CNE em a sua próxima reunião tomar uma decisão , que , se for desfavorável a a SIC , lhe poderá custar uma coima entre os mil e 10 mil escudos .	mark
A AIE-Guaraldi, da Reppublica di San Marino chancelou este livro que se deixa inquietar com o desaparecimento da Ilha de Moçambique.	A AIE-Guaraldi , de a Reppublica di San Marino chancelou este livro que se deixa inquietar com o desaparecimento de a Ilha de Moçambique .	expl
A forma como todo o processo tem vindo a ser encaminhado é, aliás, susceptível de gerar expectativas perversas, porque é na forma como as coisas irão ser levadas à prática que as pessoas se dividem.	A forma como todo o processo tem vindo a ser encaminhado é , aliás , susceptível de gerar expectativas perversas , porque é em a forma como as coisas irão ser levadas a a prática que as pessoas se dividem .	obj
Assim se definem os Requiem, ex-Requiem pelos Vivos, que após quase cinco anos de ausência dos estúdios regressam em Outubro com um novo álbum e uma mão-cheia de espectáculos.	Assim se definem os Requiem , ex-Requiem por os Vivos , que após quase cinco anos de ausência de os estúdios regressam em Outubro com um novo álbum e uma mão-cheia de espectáculos .	expl
Não havia cruzamento, não se tratou de uma tentativa de ultrapassagem, nem sequer de uma travagem brusca.	Não havia cruzamento , não se tratou de uma tentativa de ultrapassagem , nem sequer de uma travagem brusca .	expl
Sabe-se lá até onde poderia ter ido, deslizando pelo piso molhado da Rua das Flores.	Sabe se lá até onde poderia ter ido , deslizando por o piso molhado de a Rua de as Flores .	nsubj
O incrédulo automobilista, por não ter interlocutor, achou por bem chamar a polícia e relatar-lhe como tudo se passou.	O incrédulo automobilista , por não ter interlocutor , achou por bem chamar a polícia e relatar lhe como tudo se passou .	expl
Que também não se sabe ainda qual é.	Que também não se sabe ainda qual é .	nsubj
Os Fados dAquém e dAlém-Mar que João Braga concebeu para o Centro Cultural de Belém traduziram-se numa exibição confrangedora de equívocos e falta de preparação onde couberam amigos, muito Fernando Pessoa, uma boa voz, de Rita Guerra, e uma anedota brasileira de mau-gosto.	Os Fados dAquém e dAlém-Mar que João Braga concebeu para o Centro Cultural de Belém traduziram se em uma exibição confrangedora de equívocos e falta de preparação onde couberam amigos , muito Fernando Pessoa , uma boa voz , de Rita Guerra , e uma anedota brasileira de mau-gosto .	expl
O defesa português Hélder estreou-se no campeonato espanhol e encontrou logo pela frente um seu velho conhecido: o ex-sportinguista Amunike.	O defesa português Hélder estreou se em o campeonato espanhol e encontrou logo por a frente um seu velho conhecido : o ex-sportinguista Amunike .	obj
Bateu-se bem, ganhou-lhes muitos lances e anulou o flanco esquerdo do ataque dos visitantes, mas acabou por ver o remate decisivo da partida tabelar no seu corpo antes de a bola chegar às redes.	Bateu se bem , ganhou lhes muitos lances e anulou o flanco esquerdo de o ataque de os visitantes , mas acabou por ver o remate decisivo de a partida tabelar em o seu corpo antes de a bola chegar a as redes .	obj
Esteve bem, tendo em conta que era a sua estreia, que jogou fora da sua posição e o adversário se chamava Barcelona.	Esteve bem , tendo em conta que era a sua estreia , que jogou fora de a sua posição e o adversário se chamava Barcelona .	obj
Pelo caminho, tinha repudiado uma insinuação de Damásio, que, no seu discurso, se referiu à sua comissão como sendo constituída por críticos ou opositores da actual direcção.	Por o caminho , tinha repudiado uma insinuação de Damásio , que , em o seu discurso , se referiu a a sua comissão como sendo constituída por críticos ou opositores de a actual direcção .	expl
J.S.R. Uma das condições fundamentais para se criar outros gostos nas pessoas são os concertos.	J.S.R. Uma de as condições fundamentais para se criar outros gostos em as pessoas são os concertos .	nsubj
Em Itália os treinadores recusaram os jogos à segunda-feira, que as televisões queriam impôr, em Espanha também haverá jogos só de sexta a domingo, e em lado nenhum se foi tão longe como em Portugal dividindo as jornadas por quatro dias.	Em Itália os treinadores recusaram os jogos a a segunda-feira , que as televisões queriam impôr , em Espanha também haverá jogos só de sexta a domingo , e em lado nenhum se foi tão longe como em Portugal dividindo as jornadas por quatro dias .	nsubj
Há razões técnicas e também de marketing, porque o público nunca sabe a que dia joga a sua equipa e a percepção do que se vai passando, para o público em geral, também não é a mesma.	Há razões técnicas e também de marketing , porque o público nunca sabe a que dia joga a sua equipa e a percepção de o que se vai passando , para o público em geral , também não é a mesma .	expl
Tratando-se de matérias muito inflamáveis não é possível retirar integralmente a gordura no processo de transformação --, há que evitar o risco de combustão no momento de entrada no forno (a laborar a alta temperatura), que poderia atingir o próprio operador.	Tratando se de matérias muito inflamáveis não é possível retirar integralmente a gordura em o processo de transformação -- , há que evitar o risco de combustão em o momento de entrada em o forno ( a laborar a alta temperatura ) , que poderia atingir o próprio operador .	expl
Por isso, as embalagens serão incineradas de forma diferente do habitual, recorrendo-se a um dispositivo que permitirá puxar a farinha e lançá-la por cima, em completa segurança, para dentro do forno.	Por isso , as embalagens serão incineradas de forma diferente de o habitual , recorrendo se a um dispositivo que permitirá puxar a farinha e lançá la por cima , em completa segurança , para dentro de o forno .	nsubj
Os custos desta pesada estrutura tornaram-se insuportáveis para o país.	Os custos de esta pesada estrutura tornaram se insuportáveis para o país .	obj
anunciava-se uma corrida de touros para o Campo Pequeno em homenagem aos valorosos corredores;	anunciava se uma corrida de touros para o Campo Pequeno em homenagem a os valorosos corredores ;	nsubj
Quando me convenci que todos os esforços para tomar o aquartelamento se haviam tornado perfeitamente fúteis, comecei a retirar os nossos homens em grupos de oito e dez.	Quando me convenci que todos os esforços para tomar o aquartelamento se haviam tornado perfeitamente fúteis , comecei a retirar os nossos homens em grupos de oito e dez .	expl
Não podíamos descer, e eles não se atreviam a subir.	Não podíamos descer , e eles não se atreviam a subir .	expl
Alguns conseguiram descer através das linhas do Exército; outros foram escoltados por Monsenhor Pérez Serantes [ arcebispo de Santiago de Cuba ] a fim de se renderem.	Alguns conseguiram descer através de as linhas de o Exército ; outros foram escoltados por Monsenhor Pérez Serantes [ arcebispo de Santiago de Cuba ] a fim de se renderem .	obj
Fala-se da sua vida: do alcoolismo, do desespero; também do charme, da sua gentileza.	Fala se de a sua vida : de o alcoolismo , de o desespero ; também de o charme , de a sua gentileza .	nsubj
Os parlamentos da federação croato-muçulmana e dos sérvios bósnios vão hoje pronunciar-se sobre o novo plano de paz internacional para a república.	Os parlamentos de a federação croato-muçulmana e de os sérvios bósnios vão hoje pronunciar se sobre o novo plano de paz internacional para a república .	obj
Segundo responsáveis do clube aveirense, Mike Smith apresentou-se em deficientes condições físicas e sem ritmo competitivo.	Segundo responsáveis de o clube aveirense , Mike Smith apresentou se em deficientes condições físicas e sem ritmo competitivo .	obj
Tendo como objectivo intrometer-se na luta pelo título, o Beira Mar disporá, para a nova temporada, de um orçamento a rondar os 40 mil contos, verba substancialmente inferior à da época passada.	Tendo como objectivo intrometer se em a luta por o título , o Beira Mar disporá , para a nova temporada , de um orçamento a rondar os 40 mil contos , verba substancialmente inferior a a de a época passada .	obj
Na sua globalidade, as respostas alimentam, apesar de tudo, um certo optimismo entre os que se interessam pela sorte dos bichos.	Em a sua globalidade , as respostas alimentam , apesar de tudo , um certo optimismo entre os que se interessam por a sorte de os bichos .	expl
E a grande dúvida é se as suspeitas da agressão à sua rival serão um handicap ou uma motivação.	E a grande dúvida é se as suspeitas de a agressão a a sua rival serão um handicap ou uma motivação .	mark
Revelam a missão perigosa dos homens das 27 equipas de bombeiros enviadas para o inferno que os iraquianos atearam em 788 poços de petróleo quando se retiraram do Kuwait e que permitiram ao fotógrafo brasileiro concluir o seu portfolio sobre o homem e o trabalho.	Revelam a missão perigosa de os homens de as 27 equipas de bombeiros enviadas para o inferno que os iraquianos atearam em 788 poços de petróleo quando se retiraram de o Kuwait e que permitiram a o fotógrafo brasileiro concluir o seu portfolio sobre o homem e o trabalho .	expl
