,0
"Parece-me lógico ligar um acordo de concertação social ao Quadro Comunitário de Apoio (QCA) e ao PDR, na vertente específica de um acordo de concertação social e, mais do que isso, porque o primeiro-ministro afirmou aqui, na reunião, que está disposto a que o próprio acordo contemple medidas de acompanhamento e de avaliação do QCA e do PDR, visto que pode acontecer que os cenários macro-económicos e macro-sociais se alterem face ao previsto no PDR e no QCA.",expl
"Dois empresários, um chinês de Hong Kong e outro português, encontram-se para falar de negócios.",obj
"Para que se aproveite o espaço ao máximo, há zonas que têm de ser «encolhidas», o que acontece com a casa de banho.",nsubj
"«Ao princípio, quando vi ali o carro, sempre pensei que fosse o engenheiro que vinha vistoriar a obra.",cop
O pedreiro adiantou que ainda esteve tentado a dirigir-se ao carro «e dizer ao fulano que o Carnaval já acabou».,obj
"Mais tarde, o Ford Fiesta voltou a parar no mesmo local -- à esquina da rua da Pensão Beira Baixa, onde Carlos Miguel almoçou, e também muito próximo de um eucaliptal onde o rapto se consumou.",expl
"Brennan e Laurent Filipe revelam uma maior segurança instrumental, a bateria de Acácio Salero (visiense apostado em desmentir a macrocefalia nacional que no jazz é pouco menos do que ditatorial) mantém um grau de atenção ao que se passa à sua volta absolutamente indispensável à afirmação de qualquer bom jazzman, e o contrabaixo de David Gausden, embora fraquejando quando lhe compete marcar o sentido da marcha, cumpre razoavelmente a sua função colectiva.",expl
É que é a dançar que Monk se entende.,obj
"Ivanisevic, nº 4 do «ranking» mundial, encontrou algumas dificuldades para bater o francês Guy Forget (7-5 e 6-4), acabando por se impôr na batalha do serviço.",expl
"Os despojos do escritor francês era um dos 19 cadáveres descobertos em Novembro, na região de Verdun, local da batalha contra o exército alemão onde se sabia que Alain Fournier tinha sucumbido.",nsubj
"Contra a lenda que falava da morte por tortura do escritor, às mãos de soldados alemães, os exames efectuados por Adam demonstram que «a morte de Henri Alban Fournier, dito Alain Fournier, se deveu a impactos de balas».",expl
"P. -- Quer dizer que nunca se acreditou num crescimento de três por cento e que a estimativa da receita foi feita, desde o início, a pensar em dois por cento ou menos?",nsubj
"A taxa de cobertura das importações pelas exportações melhorou, situando-se em 50,9 por cento, contra 45,1 por cento nos cinco primeiros meses de 1994.",obj
"Em Maio verificou-se um aumento de 19,3 por cento nas exportações e uma queda de 4,3 por cento nas importações, o que permitiu uma diminuição de 19,2 por cento no défice comercial mensal, em relação ao mesmo mês de 1994.",nsubj
"Predominantes no trabalho de Walden são guitarra e piano, mas os instrumentos que usa são relíquias do início do século passado, porque estes têm em seu entender mais carácter, ou, se se preferir, um som mais distintivo.",nsubj
"«A União Nacional era uma grande frente onde Salazar tolerava algum pluralismo orgânico, nomeadamente a Causa Monárquica, que, em 1961, se não fosse o início da guerra em África, teria mesmo aparecido como alternativa à União Nacional».",cop
"Saddam Hussein regozija-se com o derrube de Gorbatchov; Kadhafi, da Líbia, fará o mesmo.",expl
"Segundo se julga, o cinema foi licenciado para exibição de filmes e não para culto», defende.",nsubj
"A finalizar, o protesto solicita uma intervenção do presidente da Junta de Freguesia, «a fim de esclarecer esta situação ou, se possível, acabar com as sessões».",mark
"não só as técnicas utilizadas não demonstram nada, como as conclusões se baseiam em falácias, como todo o processo nada tem a ver com Ciência, ao contrário do que as máquinas de propaganda pretendem fazer crer.",expl
"Na descrição que se segue realizo algumas simplificações, bem como uma adaptação do hebraico para o português.",expl
"Figueiredo, que se recandidata a um terceiro mandato, considera que o seu adversário «está a insinuar corrupção» e que a sua dignidade foi posta em causa, por isso não tem outro caminho senão «esclarecer estes processos para que não fiquem dúvidas».",expl
"O SECRETÁRIO-GERAL da Organização das Nações Unidas (ONU), Butros Butros-Ghali, deixou ontem ao princípio da tarde Luanda com a promessa de que até ao fim de Agosto deverão chegar a Angola as unidades de infantaria que faltam para se completar a Missão de Verificação (Unavem III).",nsubj
"O taxista não se ficou e, com a segurança que a dimensão do seu porte lhe dá, foi atrás deles, exigindo o seu dinheiro.",expl
"A actual administração da TVI, presidida por Miguel Paes do Amaral, líder do grupo SOCI, e a Antena 3 espanhola assinaram ontem um acordo de parceria estratégica, em que se comprometem a duplicar o actual capital social do quarto canal português.",expl
"A Media Capital (do grupo SOCI), que gere a TVI, apresenta assim mais um argumento para a assembleia de credores que se realiza no próximo dia 14.",expl
"«Não podemos permitir que a contratação colectiva continue bloqueada, que o desemprego continue a aumentar, que a segurança social, a saúde e a educação continuem a degradar-se».",expl
"Seriam 9h30 quando os três homens, de quem não se conhecem dados identificativos, surgiram de armas na mão e rosto coberto à porta do BNU de Massamá, uma dependência recentemente inaugurada e localizada na denominada Sexta Fase da Urbanização Pimenta e Rendeiro (área que na sua maioria ainda está em construção).",expl
"Sabe-se que o hemisfério direito também é essencial para funções mentais de altíssimo nível, tais como o raciocínio, a memória, o reconhecimento dos rostos, das melodias musicais, etc.",nsubj
"O jogo dos campeões escoceses, apesar das múltiplas tentativas dos futebolistas do Rangers de maior nome, como Hateley e Durrant, não só perdia ímpeto mas morria em qualidade, quando enfrentava o meio-campo do Celtic, onde McStay se exibia a grande altura.",expl
Mas o jogador russo do Rangers Mikhailichenko começou a evidenciar-se devido à frescura e à rapidez do seu jogo.,obj
"Era de facto por ali que começava a surgir perigo para o Celtic, e não surpreendeu que, com pouco mais de uma hora de jogo, fosse esse mesmo Mikhailichenko a colocar a bola à frente de McCoist, de modo a permitir-lhe a marcação do primeiro golo da partida.",cop
Trabalhadores municipais manifestam-se por subsídios,obj
"Cerca de três centenas de trabalhadores municipais manifestaram-se ontem diante da Câmara Municipal de Sintra, exigindo da presidente socialista Edite Estrela o pagamento das horas extraordinárias e das ajudas de custo e a reposição do subsídio de insalubridade, penosidade e risco.",expl
"Face ao marco, a nota verde não apresentou uma tendência definida, oscilando entre os 1,79 e os 1,80 marcos por dólar, enquanto no âmbito do SME se mantinha a tradicional apatia.",expl
"Em o fecho dos mercados europeus, o marco/escudo transaccionava-se a 102,35/102,36 escudos por marco,tal como tinha já acontecido terça e quarta-feira.",expl
"E.G.: A A.B.P.ganhou bastante e acrescento que nunca houve em Delegação nenhuma,uma tão grande afluência de sócios para a votação,como se verificou nestas Eleições.",nsubj
"Rua onde ainda hoje se concentram algumas das mais antigas casas de mármores e cantaria da cidade,a Avenida de Rodrigues de Freitas conta ainda com duas instituições de especial relevo para a história da cidade,descontado o já referido recolhimento para órfãs: a Biblioteca Pública Municipal do Porto -- cuja fachada lateral está voltada para a Rua de D. João IV e para o Jardim de Marques de Oliveira (vulgo de S. Lázaro)-- e a Escola Superior de Belas-artes do Porto.",expl
"Finalmente,o terceiro dia será dedicado a uma reflexão mais profunda sobre essa entidade a que se chama Europa -- do ponto de vista da sua cultura e da sua história.",expl
"Agora, perante os olhos da velha Elvira, sentada no centro da sala com os xailes e o casaco que a protegem do frio, encontra-se o vestido verde com os botões com pequenos sabres dourados idealizado pela costureira Danilina.",expl
"Revê-se no Mercedes de Goebbels, apreendido na Alemanha e entregue ao marechal Oslikovsky, sentado com a filha pequena, Lora, no assento posterior.",expl
"Quando o navio estava a passar no estreito dos Dardanelos e as cúpulas das mesquitas de Constantinopla pareciam pombas brancas numa atmosfera de palhetas douradas, apresenta-se-lhe uma velha senhora magra, elegante e «pripudrennaia» (empoada) que a submerge numa admiração comovida, quase como se se tratasse de uma irmã ou de um familiar regressado do túmulo.",expl
"Esta senhora senta-se junto dela e, enquanto lhe acaricia as mãos e procura levá-las até às faces magras, começa a recordar-lhe o tempo passado, a sua beleza extraordinária, que se tornara uma lenda em toda a Rússia e nas repúblicas mais quentes.",expl
"Falou da praia de Soci e do Castelo d'Aria, no cimo da colina de Dorzacos, quando o chefe da orquestra bebia copos de água gaseificada, apontou o pequeno restaurante do Ermitage em Moscovo, onde se comiam trutas.",expl
"O seu vestido escuro durante o funeral de Estaline, quando, apesar da multidão que se apinhava ao longo dos muros, para ela havia espaço, para que ninguém sequer lhe tocasse.",expl
"Um aviso fugaz no grande mercado das aves, quando a indiferença da multidão lhe permitia observar com tranquilidade um peixinho circunscrito à água de uma garrafa e já ninguém era atraído pelo seu perfume, que ainda então se evaporava da carne rosada e abundante.",expl
«Mas a senhora lembra-se de quando era nova?» -- pergunta-lhe de súbito.,obj
"Parecia um pouco volumoso para tão pouca coisa, mas logo se colocou a hipótese do extracto ir acompanhado de algum folheto de publicidade a um novo produto verdadeiramente arrasador.",nsubj
se tinha sido nomeado gestor de conta de toda aquela gente ou se era o banco que estava a desenvolver alguma acção de luta contra o sigilo bancário ...,mark
"No campo do Lyon, o Mónaco não foi além de um empate sem golos, o que impediu a equipa de Rui Barros de se isolar no primeiro lugar.",expl
"Diga-se, também, que há quem pense o contrário.",nsubj
"Ao lado de Luís Miguel Cintra e de Leonor Silveira, apresentados como os guardiões da casa de Oliveira, Deneuve e Malkovich eram os estranhos seduzidos pela «obscuridade» -- palavra de Deneuve, lembrando-se de Buñuel.",expl
"E como disse a actriz, «há certas coisas que não se devem desvendar».",expl
"No último parágrafo das seis longas páginas, conclui-se por «uma visão convergente sobre a necessidade de reformar positivamente o sistema político no sentido de assegurar melhor democracia e melhor desenvolvimento, na concretização de uma alternativa política ao PSD e ao Governo».",nsubj
"A 45 anos de governação do Partido Nacional, quatro dos quais sob a batuta de Frederik Willem de Klerk, deverá seguir-se agora um período indeterminável de preponderância política do Congresso Nacional Africano (ANC), criado em 1912 para conseguir o fim do racismo.",expl
"E alguns observadores vêem em semelhante vantagem o perigo de uma tentação hegemónica, se bem que a Constituição interina a aprovar durante as próximas semanas preveja a representação no governo de todos os partidos que consigam pelo menos cinco por cento dos votos.",mark
"Palma Inácio, ex-comandante operacional da LUAR, numa entrevista ao «Expresso», afirma que não reconhece, aos que contra ele se colocam, envergadura moral para o ofender e lembra que o ELP de Spínola foi a organização mais terrorista de Portugal.",expl
